year,mu
2005,3.6525929
2005,2.3132203
2005,2.2154539
2005,2.8322551
2005,2.0980217
2005,1.0730464
2005,.87161386
2005,2.383054
2005,1.7168996
2005,2.01441
2005,.51282161
2005,.5848341
2005,3.8887694
2005,1.4639096
2005,1.1440279
2005,.58380651
2005,.72738117
2005,1.9842863
2005,.8257919
2005,.51579839
2005,.85764992
2005,1.5496687
2005,2.5462878
2005,1.4757204
2005,1.9207342
2005,.6137104
2005,.43036273
2005,2.1385283
2005,1.0483913
2005,.97891605
2005,.9789151
2005,.55070329
2005,.65327382
2005,.58209974
2005,.57508385
2005,.44204488
2005,1.1765559
2005,4.6129484
2005,1.7132963
2005,1.5496702
2005,.82579345
2005,.42398646
2005,.49123055
2005,.73368829
2005,1.3742193
2005,2.3933237
2005,.49435768
2005,.64495152
2005,.77199936
2005,.60339069
2005,1.9380745
2005,.55889201
2005,1.5496687
2005,.48261908
2005,1.5496687
2005,.9222008
2005,2.5721047
2005,.56253672
2005,.99175102
2005,.63473213
2005,1.2185374
2005,.97650659
2005,1.7812524
2005,1.1435807
2005,.68300909
2005,4.1892242
2005,.56484884
2005,2.5721021
2005,3.2354901
2005,1.2550126
2005,.44832787
2005,.47638038
2005,.79469872
2005,.47800049
2005,1.0547897
2005,.97891605
2005,.80253887
2005,1.018876
2005,1.9842257
2005,.47037444
2005,.68047738
2005,.77718806
2005,.9017294
2005,3.0073016
2005,.97891605
2005,9.9471159
2005,1.1852455
2005,9.2962389
2005,.61602831
2005,.9789151
2005,.68328857
2005,.60934168
2005,.78653991
2005,.90291178
2005,9.6118078
2005,6.5982409
2005,.6475684
2005,5.9748096
2005,1.3902988
2005,1.45535
2005,.63473153
2005,2.2062337
2005,.53372175
2005,.68345475
2005,.86190134
2005,5.5650682
2005,.85822922
2005,1.2690594
2005,8.9099998
2005,1.8930997
2005,.56493938
2005,1.313333
2005,.46819755
2005,.5520668
2005,.81542349
2005,.61331481
2005,.53372175
2005,2.9649668
2005,1.3668151
2005,.71221727
2005,.57723117
2005,5.0790172
2005,.69908285
2005,6.3397627
2005,1.1380994
2005,.89722931
2005,.51868403
2005,2.50772
2005,1.1656733
2005,2.1464767
2005,.67254698
2005,1.0746245
2005,.66892332
2005,2.7362916
2005,6.5407777
2005,5.9290371
2005,4.9708147
2005,1.5531514
2005,.80123496
2005,3.0874472
2005,1.0108082
2005,1.3689322
2005,.49006686
2005,.65575939
2005,3.1832299
2005,.55581653
2005,1.460305
2005,.52076977
2005,.77803051
2005,.65570992
2005,.69988537
2005,2.1464746
2005,4.2068558
2005,1.036105
2005,.86400652
2005,1.8709909
2005,.45916498
2005,.72846967
2005,2.1093206
2005,1.3670249
2005,2.3714869
2005,.59941256
2005,6.4415765
2005,2.1464767
2005,.52298254
2005,.52492177
2005,.4950687
2005,1.2604737
2005,1.4191607
2005,1.0938077
2005,2.6395516
2005,.87407607
2005,.83354992
2005,.57899433
2005,1.4303677
2005,.52645838
2005,1.5496687
2005,8.4486361
2005,1.7168964
2005,.59578621
2005,.58711129
2005,1.0329204
2005,.60865343
2005,.51768136
2005,1.190519
2005,2.1464746
2005,.45236111
2005,.52583015
2005,.89284199
2005,1.0941259
2005,.60427922
2005,.92110741
2005,1.3689271
2005,.48991495
2005,.9789151
2005,.4551349
2005,1.4342115
2005,1.3110667
2005,.43077952
2005,1.0605602
2005,1.0428072
2005,.66856939
2005,.97891414
2005,.64334512
2005,1.5496702
2005,.9789151
2005,2.2893732
2005,1.1883116
2005,1.1615429
2005,.85716259
2005,.50578433
2005,1.485857
2005,.51678216
2005,.84100217
2005,2.3938942
2005,1.6909379
2005,.45129809
2005,.49701154
2005,.76462102
2005,.8199479
2005,1.3670263
2005,.7907185
2005,.9789151
2005,.6394853
2005,.55097276
2005,.82563436
2005,.5563426
2005,5.9748096
2005,.67221099
2005,1.5442691
2005,.4835197
2005,.64215773
2005,1.7489935
2005,.69166148
2005,.59471846
2005,.68396139
2005,.61924911
2005,.9789151
2005,.53108758
2005,.56051302
2005,.72780931
2005,1.14731
2005,.43259671
2005,5.0425782
2005,2.9760091
2005,.52588528
2005,7.6342134
2005,2.4357283
2005,.52736688
2005,3.8049331
2005,2.3212998
2005,2.2092066
2005,.4630338
2005,2.2388535
2005,4.6129527
2005,.51429731
2005,1.9236031
2005,1.9431176
2005,.64639175
2005,.70898545
2005,1.7168964
2005,.42438653
2005,1.0358175
2005,2.4899328
2005,.92167681
2005,1.0270346
2005,1.8891985
2005,1.1687878
2005,.85294998
2005,4.3929243
2005,.60867375
2005,2.8179004
2005,.57817602
2005,.46382758
2005,.60475713
2005,.47959456
2005,.42422104
2005,1.9235957
2005,4.9748836
2005,9.1276999
2005,1.3567346
2005,1.1856232
2005,1.4602842
2005,4.7352118
2005,.76555347
2005,.86400652
2005,2.5721021
2005,1.7168964
2005,1.2053212
2005,1.147344
2005,.77975905
2005,.83482277
2005,.9789151
2005,1.1555082
2005,1.1767466
2005,.6023075
2005,.76463127
2005,1.0108082
2005,4.6280184
2005,.92158806
2005,.53122693
2005,2.0407519
2005,.47070602
2005,1.0721565
2005,1.7652345
2005,6.0309062
2005,.58518893
2005,.44928622
2005,.76604062
2005,2.3962126
2005,.57030171
2005,2.4357307
2005,2.1665015
2005,3.1390536
2005,3.8096206
2005,.4859212
2005,1.1969694
2005,1.716898
2005,.81277597
2005,.43234062
2005,1.1684312
2005,.74257755
2005,1.1489525
2005,1.3521775
2005,.97891694
2005,4.9869637
2005,.88235253
2005,3.0072987
2005,.82807094
2005,6.4099989
2005,.48757374
2005,1.5319841
2005,1.7168964
2005,1.0183748
2005,.59098744
2005,.55932546
2005,.43586865
2005,.9789151
2005,.75036341
2005,.86400652
2005,.77388054
2005,.47665671
2005,2.0832777
2005,1.8013006
2005,.48034796
2005,.42184362
2005,1.157041
2005,1.9702795
2005,.97891605
2005,.87599212
2005,2.7028327
2005,1.036105
2005,1.0582123
2005,.9373489
2005,.65877306
2005,.8257919
2005,4.9708052
2005,1.0108073
2005,2.4357307
2005,.97474349
2005,.8133319
2005,.86400652
2005,1.0158761
2005,6.7151742
2005,.64528871
2005,4.9708147
2005,.720999
2005,.6049971
2005,.66487199
2005,2.2296104
2005,3.0073044
2005,.72086078
2005,2.4477816
2005,1.5496702
2005,2.1464746
2005,3.660774
2005,.51633137
2005,1.7585083
2005,.53176874
2005,2.1432059
2005,2.696944
2005,1.9235975
2005,3.8531451
2005,.97891605
2005,1.4690577
2005,.45635754
2005,.64683145
2005,2.3659143
2005,.78367072
2005,2.037442
2005,.81205696
2005,5.9779334
2005,.91627812
2005,.78322536
2005,.59610903
2005,3.0874498
2005,.60704476
2005,1.2456807
2005,.5326463
2005,1.8252821
2005,.76096559
2005,.57982093
2005,.50096506
2005,1.8286082
2005,.54424638
2005,1.8009744
2005,.89347231
2005,.5974471
2005,.54857045
2005,1.3689283
2005,1.5053703
2005,.74728262
2005,1.0223858
2005,.85790104
2005,1.6593252
2005,1.5066314
2005,2.2480063
2005,5.9748096
2005,1.4977436
2005,1.1770474
2005,.52105838
2005,.42175713
2005,2.6857507
2005,.97891694
2005,6.2526202
2005,1.3689309
2005,5.63697
2005,.71300834
2005,1.1190451
2005,.81694824
2005,1.3800741
2005,.90716082
2005,.50031906
2005,4.9191523
2005,.86400652
2005,1.1413873
2005,3.2763307
2005,1.5002339
2005,.4429881
2005,.596084
2005,.4517985
2005,.60235518
2005,8.0573101
2005,.42175713
2005,2.0935106
2005,1.1238707
2005,.5354107
2005,2.3525093
2005,.91777188
2005,.51022297
2005,.55406052
2005,.71632618
2005,1.0653337
2005,.65602958
2005,.88601381
2005,.68339223
2005,4.4190011
2005,2.997103
2005,.66870707
2005,2.4682717
2005,2.0515859
2005,1.4931769
2005,.72292203
2005,.93883759
2005,1.1159003
2005,1.3689283
2005,4.2576995
2005,.62397802
2005,.59911424
2005,1.3689257
2005,.77890879
2005,4.0471373
2005,.49647716
2005,.5745576
2005,1.3910841
2005,1.1807407
2005,1.2537613
2005,2.9876487
2005,10.471687
2005,1.0025012
2005,.74264199
2005,.57959872
2005,8.3079882
2005,.86400652
2005,2.5721071
2005,2.1796947
2005,1.716898
2005,1.2126772
2005,.63735127
2005,.61024481
2005,3.8195484
2005,1.1158056
2005,.82303613
2005,.50756443
2005,.88474131
2005,1.5496687
2005,.97891605
2005,4.847578
2005,5.9748096
2005,.88431364
2005,1.78827
2005,2.5000403
2005,.58957219
2005,.99275786
2005,.42875034
2005,.4323439
2005,.90091968
2005,2.775687
2005,.86400652
2005,.45365372
2005,1.1599655
2005,3.8675141
2005,2.0515878
2005,2.3752646
2005,2.7920465
2005,.62099963
2005,1.0181786
2005,.74455458
2005,.84120023
2005,1.0108092
2005,.8366192
2005,1.073718
2005,.86400652
2005,1.4488014
2005,1.5842831
2005,1.8662043
2005,1.6624869
2005,.9789151
2005,.97454274
2005,.78366923
2005,1.8932278
2005,2.6222119
2005,.55489129
2005,2.0955162
2005,.54829216
2005,1.5392669
2005,.5912208
2005,3.5576241
2005,1.3368309
2005,1.151438
2005,.85914397
2005,6.9754748
2005,.94696015
2005,.77942228
2005,1.71841
2005,.94728261
2005,.95664537
2005,.54891688
2005,.64440554
2005,.58572382
2005,1.5496687
2005,1.7175399
2005,1.9341011
2005,1.5204434
2005,.42565158
2005,3.1444046
2005,2.6483822
2005,2.0865145
2005,2.3752558
2005,.4330107
2005,.95554394
2005,1.3670263
2005,.45159861
2005,3.0073016
2005,.77401567
2005,.9789179
2005,.6366266
2005,.44915599
2005,2.5721047
2005,3.2882915
2005,.89078456
2005,.61186719
2005,1.1413852
2005,.97891414
2005,2.1651466
2005,1.3670223
2005,.47632995
2005,1.0763323
2005,2.0396466
2005,.55142963
2005,.54228801
2005,.48692828
2005,.75064397
2005,2.9881501
2005,1.1655554
2005,.42175272
2005,.86316645
2005,.9789179
2005,1.5496702
2005,.50380331
2005,1.0938933
2005,1.1413873
2005,1.3089765
2005,.4840886
2005,2.3921027
2005,3.1585636
2005,5.9748096
2005,.44042736
2005,2.3823633
2005,.98427343
2005,.52956879
2005,1.7168996
2005,.68638694
2005,2.1464746
2005,1.3715837
2005,1.4251596
2005,1.0024792
2005,1.1570519
2005,1.5999922
2005,.97891694
2005,1.0601982
2005,2.3417335
2005,.60100675
2005,2.1534417
2005,2.9032662
2005,1.796396
2005,1.7168947
2005,.94213641
2005,1.716898
2005,1.6961465
2005,.50990146
2005,3.3417091
2005,2.5721047
2005,.86730045
2005,.65284103
2005,.58568019
2005,1.0361041
2005,6.3507814
2005,2.6473668
2005,.57614553
2005,.74127209
2005,1.1684635
2005,2.5721071
2005,.55677676
2005,.9789151
2005,.85790598
2005,.74886709
2005,2.2740951
2005,.97430205
2005,.7975862
2005,.53186059
2005,.48799846
2005,4.5254736
2005,2.2063494
2005,.63791502
2005,.52715117
2005,.93520498
2005,1.287339
2005,1.7652395
2005,.97364902
2005,.93546462
2005,1.5496702
2005,.80843216
2005,.62251228
2005,.71003628
2005,3.1585636
2005,5.2235074
2005,.77187866
2005,.61492074
2005,1.0108082
2005,1.2575214
2005,.93781477
2005,.44743347
2005,1.2471404
2005,.55051214
2005,1.5496702
2005,.92028904
2005,.9789151
2005,1.6706576
2005,.46258625
2005,3.6154203
2005,4.9708099
2005,.42187098
2005,.53548831
2005,.86400652
2005,2.5969496
2005,1.2858261
2005,.43949881
2005,.75071341
2005,.92307544
2005,1.2078424
2005,.57511789
2005,1.2691102
2005,1.0654211
2005,3.9428427
2005,.72655481
2005,.66769451
2005,.47226223
2005,.47554475
2005,.66037208
2005,.83208847
2005,.554106
2005,6.8034987
2005,.61293304
2005,.51499325
2005,1.3134295
2005,.65293193
2005,1.3911517
2005,2.2714984
2005,2.5721021
2005,.48453155
2005,1.3437394
2005,.94671631
2005,1.041098
2005,.65319967
2005,2.7017012
2005,4.6129484
2005,1.3684767
2005,4.6456308
2005,.95405692
2005,.46482348
2005,.42070302
2005,.49873558
2005,1.4196128
2005,.81639767
2005,.64975214
2005,.53662938
2005,1.7007644
2005,2.0515878
2005,.9789151
2005,1.6388333
2005,.57371169
2005,1.2084103
2005,2.6101115
2005,.78366989
2005,.75658113
2005,.49793193
2005,2.1660717
2005,.49669549
2005,.43942633
2005,.73871458
2005,.7884587
2005,.45111308
2005,3.2759123
2005,.64179778
2005,.97891605
2005,3.4815843
2005,.9789151
2005,.47173107
2005,.76085383
2005,.57369304
2005,1.9235938
2005,.54450077
2005,.97891414
2005,.55797333
2005,1.3689309
2005,.54840094
2005,.56882697
2005,1.2608345
2005,.48901686
2005,2.1593378
2005,1.5442705
2005,.88570541
2005,1.017701
2005,.54054481
2005,3.1404905
2005,.52927446
2005,.84829444
2005,.67759824
2005,.9789151
2005,.42876792
2005,.63677353
2005,1.1646609
2005,1.5496687
2005,.65893459
2005,2.5721021
2005,.89500654
2005,2.0515897
2005,.97891605
2005,1.1048356
2005,.96159655
2005,.43252453
2005,2.1084056
2005,.49100572
2005,2.5768776
2005,3.1585636
2005,.54753453
2005,.71063441
2005,1.2887098
2005,.69961709
2005,.76086032
2005,.87264687
2005,.68642032
2005,.50550365
2005,.8478545
2005,.51598829
2005,.4790355
2005,.57970428
2005,1.983327
2005,1.3654405
2005,10.320287
2005,3.4597096
2005,.52817017
2005,2.0955122
2005,2.5721047
2005,.56516838
2005,.53815252
2005,.80707872
2005,4.9868112
2005,.64518344
2005,1.4983264
2005,.97891605
2005,1.0108073
2005,.54049689
2005,1.0039248
2005,.52055871
2005,.46102369
2005,.50660348
2005,.86400652
2005,6.2706599
2005,1.401751
2005,.50086331
2005,1.0633372
2005,1.5013859
2005,.85790354
2005,.9789179
2005,2.6483822
2005,6.9579082
2005,.48450565
2005,4.8232574
2005,.5486719
2005,.64335555
2005,.57165426
2005,6.9388304
2005,.55874431
2005,.89236188
2005,.85790515
2005,1.0537058
2005,.43566501
2005,.46223786
2005,.62498629
2005,4.0430131
2005,7.5732942
2005,.86400652
2005,.70362306
2005,1.186115
2005,.73440653
2005,.54854953
2005,2.8152735
2005,.47120231
2005,.73368829
2005,4.145195
2005,.99574751
2005,.61234409
2005,.64284158
2005,1.7850871
2005,.4256317
2005,.80141222
2005,4.8232665
2005,.86400819
2005,1.8205639
2005,.78649485
2005,3.9232967
2005,.48287457
2005,.97891605
2005,.50518942
2005,2.3752511
2005,.77078259
2005,.9789179
2005,1.716898
2005,1.8642155
2005,.52174556
2005,.97581863
2005,1.7380245
2005,1.3670275
2005,1.4454063
2005,2.5721071
2005,.69655597
2005,3.0072987
2005,.42676243
2005,.47426033
2005,1.0015255
2005,1.6496404
2005,.77271247
2005,.54726309
2005,1.1192298
2005,1.3793992
2005,.86400652
2005,1.910123
2005,3.3599398
2005,2.4357076
2005,1.5442705
2005,1.5869718
2005,.86400652
2005,.90049785
2005,1.0002847
2005,.51958412
2005,1.5442705
2005,.56585979
2005,2.0515878
2005,.54928708
2005,.79616207
2005,.83889222
2005,.43034425
2005,2.0515859
2005,.55727506
2005,.73414326
2005,1.3689283
2005,.75321043
2005,2.0512512
2005,1.0108082
2005,1.6194237
2005,.86400652
2005,.71301997
2005,.48484126
2005,.45885289
2005,7.9078751
2005,2.9484575
2005,.44532964
2005,1.0108082
2005,.52305782
2005,.61106706
2005,.54623532
2005,.58223689
2005,.67957914
2005,2.0665431
2005,1.4729127
2005,.61653966
2005,2.4541345
2005,.54343939
2005,1.6293708
2005,1.6385958
2005,.9789151
2005,1.9764466
2005,.68023795
2005,.59287459
2005,1.5676636
2005,.50398493
2005,1.8606702
2005,2.9420729
2005,.9789151
2005,.64011192
2005,2.1432018
2005,1.2998148
2005,.5394752
2005,.45888087
2005,1.3689283
2005,.62383282
2005,2.2960594
2005,2.0116744
2005,.96784073
2005,1.1105019
2005,.76761734
2005,.42394924
2005,.58060169
2005,.49550182
2005,.51745135
2005,3.1821768
2005,1.3999636
2005,.49822262
2005,2.5721021
2005,.80898207
2005,1.1148249
2005,.44739336
2005,.62005103
2005,.60941428
2005,1.0656335
2005,.56264728
2005,4.2576995
2005,.60564828
2005,1.32599
2005,.45821792
2005,.43208709
2005,.47447655
2005,.4779084
2005,4.1451077
2005,.57578081
2005,.78091252
2005,1.9235957
2005,.97891605
2005,.51536667
2005,.51216525
2005,1.536413
2005,1.7169029
2005,.95584011
2005,2.0243995
2005,2.6857481
2005,1.5496716
2005,1.7851467
2005,1.430294
2005,3.6819601
2005,.64031833
2005,.53357267
2005,.48692828
2005,.51600647
2005,.9789151
2005,4.0842271
2005,1.5455656
2005,.515975
2005,1.1065396
2005,2.2411971
2005,2.3752489
2005,1.7169013
2005,.87293649
2005,.72840929
2005,.58655447
2005,.73368829
2005,1.9090248
2005,.65273511
2005,1.5021895
2005,2.6060648
2005,1.0108073
2005,1.7168964
2005,.51261526
2006,2.7866914
2006,3.5708025
2006,1.1551313
2006,1.1452504
2006,3.2704494
2006,.76513892
2006,.50200379
2006,1.5322983
2006,.95057213
2006,.75275946
2006,.44414505
2006,.48837322
2006,.48465633
2006,.99844623
2006,1.3060986
2006,.75306177
2006,1.572275
2006,.74629343
2006,.58094954
2006,1.6288689
2006,.72791827
2006,2.0800815
2006,.96523952
2006,1.0410594
2006,4.1620259
2006,1.1865551
2006,.9900887
2006,.83194643
2006,3.6738577
2006,.76348573
2006,.42570153
2006,.48357645
2006,.47382721
2006,.86041325
2006,.49065092
2006,1.5262719
2006,1.0837762
2006,1.1705804
2006,.64010215
2006,.8748225
2006,.93860304
2006,.63596392
2006,2.7466714
2006,.56211311
2006,6.64885
2006,5.069068
2006,1.6307358
2006,.76283509
2006,2.0341144
2006,1.3006964
2006,1.0119618
2006,2.0800793
2006,.82122111
2006,.43355119
2006,2.0800774
2006,1.6034611
2006,2.4747179
2006,7.5622373
2006,.73250747
2006,.93859947
2006,.4314723
2006,.81158543
2006,.80852705
2006,1.3483208
2006,.71043384
2006,.5306527
2006,1.6649302
2006,.97132206
2006,.77366066
2006,.86028111
2006,.58233184
2006,5.0603495
2006,1.3514891
2006,3.3630207
2006,1.1638803
2006,.52522218
2006,1.4336782
2006,2.648309
2006,1.7046454
2006,.54115605
2006,.65467834
2006,9.5078115
2006,.93859673
2006,3.8094535
2006,.45148104
2006,.71730578
2006,4.1864524
2006,.52375668
2006,.96810752
2006,.64602083
2006,1.9148231
2006,.93326986
2006,.75904053
2006,8.0670748
2006,.56015551
2006,.57370347
2006,.48776907
2006,2.1194735
2006,4.3401642
2006,2.7866914
2006,2.5074666
2006,1.5697684
2006,.48835507
2006,.46250728
2006,1.256367
2006,.75444484
2006,1.027355
2006,.62961841
2006,.73612869
2006,1.1280103
2006,.42976314
2006,.48961043
2006,.77977026
2006,.91570687
2006,.7191655
2006,.53934246
2006,.44174063
2006,1.4370565
2006,3.4995902
2006,1.1638793
2006,1.0774661
2006,.71520191
2006,1.8228571
2006,2.1602192
2006,.98807865
2006,.51865238
2006,1.0670491
2006,5.7844
2006,.47133535
2006,1.1638803
2006,.65745133
2006,9.3004866
2006,4.1333838
2006,.5418992
2006,2.8365557
2006,.66941917
2006,.78455681
2006,.66912752
2006,.51660329
2006,.47757217
2006,.93326986
2006,2.4218862
2006,.88170314
2006,.45035824
2006,1.1638781
2006,1.6013386
2006,3.6901684
2006,7.3206506
2006,.78399515
2006,1.0508187
2006,.81674576
2006,1.0990191
2006,1.4543843
2006,.6231401
2006,.88825238
2006,1.8980801
2006,1.7740914
2006,.59276211
2006,.5901764
2006,.79266411
2006,1.2104588
2006,7.0573764
2006,.95148098
2006,.4726398
2006,1.0501935
2006,.58193266
2006,6.8582654
2006,1.2413522
2006,.76474786
2006,.94526029
2006,.62108552
2006,3.4551725
2006,.53051913
2006,.74271137
2006,1.8368369
2006,1.1638793
2006,1.9022316
2006,.4743517
2006,.5520789
2006,2.0350456
2006,.99459815
2006,.47351101
2006,.55803233
2006,.48877394
2006,1.3119034
2006,3.296499
2006,1.4502999
2006,.43966356
2006,.55163211
2006,3.0567722
2006,1.0347029
2006,1.2945472
2006,.70610148
2006,2.6113341
2006,5.2697501
2006,.67087442
2006,3.2080894
2006,1.5397896
2006,.66235948
2006,4.0352936
2006,.98385394
2006,.93326902
2006,.59137815
2006,1.5523297
2006,.79590845
2006,.78724903
2006,.6105935
2006,4.0799918
2006,.65515989
2006,.56447566
2006,.66946197
2006,1.3060986
2006,.86586821
2006,1.406521
2006,.55915105
2006,2.6335349
2006,.55838209
2006,.93859857
2006,2.1335886
2006,2.2341144
2006,1.468423
2006,.71972048
2006,1.4740465
2006,1.1638815
2006,.72999972
2006,1.1638793
2006,2.0800774
2006,.89765722
2006,.7845943
2006,1.7219961
2006,.48528859
2006,.93763322
2006,.68248236
2006,4.0353012
2006,.5841741
2006,10.523968
2006,.63414401
2006,.94392347
2006,1.5920591
2006,1.4215665
2006,1.0514742
2006,4.9176612
2006,.98262364
2006,1.0717659
2006,1.21711
2006,.60467124
2006,.91519964
2006,1.948527
2006,.74061567
2006,.64031589
2006,5.8025713
2006,.87578917
2006,.9386003
2006,.70245707
2006,.91113967
2006,2.5997374
2006,.44030386
2006,.71243674
2006,2.8540604
2006,1.3060998
2006,1.4843119
2006,2.1556363
2006,1.1638793
2006,.56436318
2006,5.5943298
2006,4.7507854
2006,.64036715
2006,.84397656
2006,1.2320997
2006,3.5814943
2006,.67545623
2006,1.5360497
2006,.62503755
2006,1.3750806
2006,4.3175244
2006,1.0422236
2006,1.7602618
2006,.7094183
2006,.83342671
2006,.74624217
2006,1.0796374
2006,4.0352974
2006,.63745278
2006,.78783935
2006,.51081163
2006,1.4884624
2006,.69683307
2006,4.7505002
2006,1.0871654
2006,1.9859124
2006,.5829019
2006,.47812223
2006,.55036414
2006,1.1580765
2006,1.0042591
2006,2.3892825
2006,2.1949766
2006,.76846409
2006,.53502482
2006,.46208361
2006,1.5677068
2006,.63090891
2006,.98904407
2006,2.5658524
2006,2.7469227
2006,.59070849
2006,.79586291
2006,1.1660268
2006,3.0218804
2006,.93859673
2006,2.1524706
2006,.77922601
2006,.93859857
2006,1.5677068
2006,.46099904
2006,.7686913
2006,1.7519851
2006,3.9355357
2006,1.3180081
2006,.6643675
2006,.52026737
2006,.68515027
2006,.61413479
2006,.57734346
2006,.55505109
2006,.82623219
2006,.77366292
2006,2.9028175
2006,.72885537
2006,.4698382
2006,.49399385
2006,.81720543
2006,9.4945555
2006,1.7659045
2006,.73165917
2006,1.6649334
2006,1.4862666
2006,3.0614545
2006,1.4059724
2006,.4743517
2006,.72157407
2006,1.1980132
2006,.5561654
2006,1.059225
2006,.43642598
2006,1.3430938
2006,1.1638803
2006,6.7988029
2006,4.9519877
2006,3.1802533
2006,1.4796381
2006,.4743517
2006,1.8419697
2006,.73784506
2006,1.1638793
2006,.47888657
2006,1.3579929
2006,.65844399
2006,.42654151
2006,.95814908
2006,1.4059751
2006,2.5537758
2006,.80704564
2006,2.3599896
2006,1.3106517
2006,1.6723889
2006,3.1533625
2006,.93326986
2006,.61911327
2006,2.9769063
2006,.56044084
2006,1.8002273
2006,.63177353
2006,1.7462318
2006,2.1194754
2006,1.0173535
2006,.57300627
2006,.72498363
2006,.45817381
2006,.9253459
2006,.80180138
2006,.60389841
2006,.51958019
2006,.62900031
2006,.79266495
2006,.96465057
2006,.61808324
2006,1.2510954
2006,.63226539
2006,1.3060998
2006,.76050627
2006,1.4059724
2006,.4892776
2006,1.1856492
2006,.72026229
2006,.53163791
2006,1.00038
2006,.619928
2006,3.9459195
2006,1.3060973
2006,1.4861746
2006,1.5591916
2006,1.3483247
2006,2.8459311
2006,2.1194735
2006,4.5494547
2006,1.5677084
2006,.48798683
2006,.68151581
2006,.88858199
2006,.47887519
2006,.52574337
2006,1.4314048
2006,1.5058169
2006,.49497664
2006,2.7866914
2006,1.3483182
2006,1.1638793
2006,.82924932
2006,1.0354817
2006,.66908473
2006,1.5426425
2006,.68779969
2006,.75414556
2006,1.7686923
2006,.79538947
2006,.79266649
2006,.46828285
2006,.47435123
2006,4.0353012
2006,.62222683
2006,2.537689
2006,1.139132
2006,1.8193126
2006,.99904245
2006,.55366278
2006,1.6034611
2006,4.6362433
2006,.6361447
2006,1.612781
2006,.59679735
2006,.44871712
2006,1.1638803
2006,2.9103408
2006,.50020885
2006,.50033337
2006,1.1410642
2006,.45399478
2006,.70404589
2006,4.0352974
2006,.51820052
2006,.69280756
2006,.76140767
2006,.93860304
2006,.52290273
2006,1.1223155
2006,4.0352936
2006,1.2420449
2006,.71737558
2006,.53610462
2006,.42601585
2006,2.1194775
2006,.66941917
2006,.85681117
2006,.50059593
2006,1.8805898
2006,1.8565634
2006,2.7635608
2006,4.0352974
2006,.68752486
2006,5.7307377
2006,.62309319
2006,.75154364
2006,.93008101
2006,4.02075
2006,.9386012
2006,3.6042318
2006,1.5860051
2006,.60680807
2006,.51952219
2006,.73882729
2006,.47868705
2006,.59439522
2006,.8860755
2006,1.3551984
2006,2.2100053
2006,1.4807122
2006,5.8825049
2006,.81932181
2006,.44520566
2006,1.0146754
2006,1.2176639
2006,.9092586
2006,.58895236
2006,.52117467
2006,1.636525
2006,.87243295
2006,.4743517
2006,1.5677068
2006,8.0158615
2006,.81138039
2006,7.6234822
2006,.59833884
2006,.450892
2006,.80839831
2006,2.178911
2006,.6060493
2006,4.0353012
2006,.73879069
2006,1.0752847
2006,1.8514147
2006,1.2705961
2006,.74230564
2006,1.5557234
2006,1.2320997
2006,.95412427
2006,1.4709094
2006,.46056575
2006,4.0353012
2006,1.0200875
2006,5.4769564
2006,.48774582
2006,1.1638793
2006,.79590774
2006,.50201672
2006,.87596035
2006,.87228572
2006,.79266495
2006,2.3052833
2006,.60206974
2006,1.2401146
2006,7.6198411
2006,7.9836054
2006,.53767753
2006,2.2587383
2006,.75356179
2006,.49178085
2006,1.7882529
2006,1.0183465
2006,.51027262
2006,.58141178
2006,2.0576935
2006,1.3483222
2006,.60793984
2006,1.3060973
2006,.96231025
2006,1.2347615
2006,1.2593708
2006,3.7305882
2006,.98876673
2006,.59449726
2006,.45703697
2006,1.1149716
2006,1.0121075
2006,.54204857
2006,1.2633646
2006,.95893896
2006,2.1194754
2006,2.6262965
2006,.8675164
2006,1.0355824
2006,1.3060986
2006,.99738121
2006,2.7288413
2006,.52127057
2006,.90425175
2006,.59161848
2006,.92837065
2006,.72027123
2006,1.7520101
2006,.57560128
2006,.46143669
2006,1.2753915
2006,3.8561816
2006,.87146175
2006,.83230996
2006,.51333588
2006,1.168312
2006,1.6013218
2006,.63335526
2006,2.1402893
2006,.6157558
2006,1.2881703
2006,.89845544
2006,.96875679
2006,.85235721
2006,.44531691
2006,1.5601332
2006,.55786526
2006,.72196025
2006,2.0800793
2006,.89078796
2006,.49007666
2006,1.5252986
2006,1.1638803
2006,.5860585
2006,1.4059751
2006,3.3109007
2006,4.1337938
2006,.71834844
2006,.46011841
2006,.65333736
2006,.54259062
2006,.79266566
2006,1.4683278
2006,.79590845
2006,.85723126
2006,1.3707833
2006,.6670199
2006,2.7967396
2006,.7905941
2006,1.0174253
2006,1.4139111
2006,.83909059
2006,.68397903
2006,.9982453
2006,.60566968
2006,.54933214
2006,.4853344
2006,.80769938
2006,.83618766
2006,1.7219944
2006,1.4036466
2006,.61863762
2006,.95947683
2006,1.3483222
2006,.78658563
2006,.45919871
2006,3.8796196
2006,.84091467
2006,5.6953945
2006,.84116578
2006,.71544337
2006,.9303329
2006,.58354437
2006,1.1638803
2006,.5590663
2006,.93326986
2006,1.1274627
2006,2.713582
2006,4.0352974
2006,.92467368
2006,2.5714033
2006,.98010421
2006,.81455994
2006,2.3722494
2006,.93859673
2006,.77467734
2006,3.3966193
2006,.50400078
2006,1.9553344
2006,1.8022114
2006,3.6625688
2006,.5207926
2006,.59516096
2006,2.7393415
