year,mu
2000,.98462641
2000,2.3929651
2000,.81396121
2000,1.7342247
2000,.85000801
2000,1.8182406
2000,1.8281131
2000,4.2903399
2000,.56210393
2000,.61110085
2000,.77431762
2000,.66024357
2000,1.2489293
2000,.592471
2000,.99456596
2000,.81033564
2000,.95491713
2000,.43717167
2000,.83291972
2000,3.723856
2000,4.0134788
2000,8.4530849
2000,.99573046
2000,1.8683341
2000,.67626059
2000,.48173022
2000,2.6149051
2000,.85497707
2000,.73441213
2000,.50415754
2000,.92503268
2000,.93379784
2000,.4811058
2000,.53226751
2000,1.1921788
2000,1.7481364
2000,.50634658
2000,.80474991
2000,2.1722405
2000,1.9020684
2000,.42441326
2000,1.2104726
2000,.93825847
2000,7.5015917
2000,.61548632
2000,1.6145046
2000,.54551899
2000,1.8759416
2000,.74550313
2000,1.0628181
2000,.91736931
2000,.53125018
2000,2.0112369
2000,.52492279
2000,2.3872485
2000,1.0639336
2000,.67554188
2000,.57443267
2000,1.0965724
2000,4.3885365
2000,2.5364382
2000,.49443924
2000,1.0336475
2000,1.4818507
2000,.80639786
2000,1.7740796
2000,.98177975
2000,.59523135
2000,1.0780499
2000,.63586992
2000,1.2937375
2000,.52737796
2000,.78732187
2000,.69506156
2000,.87507868
2000,.50607812
2000,.7141006
2000,.56153923
2000,6.6505752
2000,.91972488
2000,.72382367
2000,.51519859
2000,.7114563
2000,.49576697
2000,2.2838016
2000,.60286492
2000,.75736582
2000,.76303667
2000,.55734837
2000,3.2871656
2000,.81138271
2000,2.2719059
2000,.98889214
2000,.46661067
2000,3.0233765
2000,1.8430222
2000,.6647737
2000,6.4276962
2000,.83196867
2000,.8174969
2000,.61608768
2000,1.0035008
2000,1.1412405
2000,1.2959331
2000,1.0195807
2000,.73347002
2000,3.9166462
2000,.54436886
2000,.90197539
2000,.94394863
2000,5.4103765
2000,3.3317966
2000,1.352954
2000,.52648395
2000,1.1287764
2000,2.606025
2000,.49227822
2000,1.1985492
2000,.4508146
2000,.61847657
2000,1.3092088
2000,.49843886
2000,1.042491
2000,.74032122
2000,.48355845
2000,1.4294418
2000,1.0089177
2000,7.5243688
2000,1.1979846
2000,3.5138068
2000,5.4240255
2000,1.1430758
2000,2.9240618
2000,.99895287
2000,2.5802097
2000,.81381375
2000,1.7672641
2000,1.4103841
2000,.57624114
2000,1.1720829
2000,2.051218
2000,.86087942
2000,6.2573509
2000,.46417007
2000,1.2155603
2000,2.457083
2000,1.2431873
2000,.61172128
2000,.57886732
2000,.46598455
2000,1.0061553
2000,.69778132
2000,.54345959
2000,.69067079
2000,.94100946
2000,1.2929088
2000,4.1485486
2000,1.4726583
2000,.67294675
2000,.63224727
2000,1.3055007
2000,.44103599
2000,.75019312
2000,.52032596
2000,2.0130677
2000,1.6127795
2000,.59306061
2000,2.5670958
2000,.64511764
2000,.83975506
2000,.89070642
2000,.62351936
2000,.60622555
2000,1.2347014
2000,.45045274
2000,.56910151
2000,1.1382015
2000,.95870209
2000,1.0170616
2000,.61105895
2000,1.5865648
2000,1.905638
2000,1.4589046
2000,.69241387
2000,.47874412
2000,.68886638
2000,.87455469
2000,5.7845044
2000,1.9960327
2000,3.8870118
2000,1.0434657
2000,5.064352
2000,4.0700665
2000,3.3670321
2000,6.1544843
2000,.46170831
2000,1.2159975
2000,.74613899
2000,1.0975872
2000,.46245748
2000,.57456309
2000,.49400657
2000,.7294777
2000,1.5515319
2000,.97482342
2000,.82941931
2000,.96113813
2000,.55122399
2000,.5329771
2000,.5078162
2000,10.308768
2000,2.0213938
2000,.77985424
2000,.52121443
2000,.79784793
2000,1.7582468
2000,.49655342
2000,.95417702
2000,.70253956
2000,.66083759
2000,.44228566
2000,.69379073
2000,.53751802
2000,.57439649
2000,5.1598063
2000,.65225226
2000,.57967556
2000,3.6191013
2000,.53489935
2000,3.5179274
2000,.64694315
2000,2.9948659
2000,1.1499062
2000,2.7842131
2000,.71613288
2000,.42727515
2000,1.8328193
2000,.89977509
2000,1.4943565
2000,2.3149085
2000,.75384712
2000,.74064249
2000,1.4024236
2000,8.1718559
2000,1.2732452
2000,.51286024
2000,.86117172
2000,9.8592644
2000,.74037272
2000,.44493613
2000,.8716014
2000,.79261732
2000,.64970011
2000,1.4615451
2000,.53449291
2000,.88382125
2000,1.3856065
2000,.92886931
2000,.49080959
2000,1.5482121
2000,2.1206563
2000,3.367732
2000,.51654416
2000,.76557833
2000,1.2391616
2000,4.493773
2000,3.940527
2000,5.494236
2000,1.6273472
2000,1.0142691
2000,.89519173
2000,2.6151845
2000,8.2146673
2000,.52292413
2000,1.0896348
2000,.56117409
2000,1.064169
2000,2.7862053
2000,.59823042
2000,8.1579103
2000,5.257462
2000,2.6895211
2000,.45764849
2000,.58673066
2000,.43320441
2000,.62466151
2000,1.0573992
2000,.60649967
2000,.88901091
2000,5.5296335
2000,1.1543528
2000,1.5830296
2000,.77200824
2000,2.1975927
2000,1.0818875
2000,.57254964
2000,.74472785
2000,.58898664
2000,2.4623516
2000,.86391091
2000,.6101476
2000,8.9222279
2000,.653404
2000,.73421258
2000,9.5387907
2000,.66125119
2000,.98215055
2000,4.2862463
2000,1.4736418
2000,2.9019568
2000,.58705533
2000,.63807929
2000,.9644224
2000,1.0277272
2000,.61461121
2000,.58005548
2000,3.5826867
2000,.47407085
2000,.60506809
2000,1.5472986
2000,.46639445
2000,4.7093797
2000,2.9942319
2000,.67829198
2000,.54882789
2000,.90822291
2000,.59618521
2000,.76192629
2000,.76844496
2000,.48763138
2000,1.4185139
2000,.73022598
2000,4.827878
2000,.94651681
2000,1.155635
2000,4.6868877
2000,.58657908
2000,3.0531831
2000,2.9444642
2000,.64055043
2000,.99652934
2000,.61960179
2000,.49373436
2000,5.7365885
2000,.69765288
2000,.46031854
2000,1.3833144
2000,.53140271
2000,.68970847
2000,.47952917
2000,10.054114
2000,.60403264
2000,.61808211
2000,.96887416
2000,.47866425
2000,1.0531592
2000,.52037311
2000,.48977202
2000,.47345233
2000,1.0285853
2000,4.1173162
2000,.99536961
2000,10.766479
2000,.49441332
2000,2.3278196
2000,.62661976
2000,1.2574914
2000,.68457156
2000,.73415375
2000,1.6923041
2000,2.2104015
2000,.74549741
2000,9.7216778
2000,.68920219
2000,1.1639059
2000,3.839324
2000,2.0656624
2000,1.0375853
2000,2.3366272
2000,.55521417
2000,1.1858922
2000,2.8124826
2000,1.2929186
2000,1.0562038
2000,1.43738
2000,3.9625309
2000,.97261792
2000,.74047726
2000,.75722212
2000,2.4065135
2000,1.6185174
2000,3.5028858
2000,1.3165759
2000,.82130647
2000,.59582597
2000,.73354208
2000,.85148954
2000,6.3652859
2000,1.882291
2000,9.9057655
2000,.87125146
2000,4.0927234
2000,.42741576
2000,.47905287
2000,.43143076
2000,.48327264
2000,2.2653871
2000,.55280966
2000,1.9073526
2000,.47306463
2000,1.0609679
2000,1.9856113
2000,.93069679
2000,.63515717
2000,2.0467432
2000,1.3774576
2000,1.8315333
2000,.97422391
2000,.5024665
2000,1.5738187
2000,.60264474
2000,8.2402925
2000,1.5245045
2000,4.6983037
2000,.543612
2000,6.953517
2000,9.4235439
2000,5.2545948
2000,.51096219
2000,3.6270344
2000,4.5772552
2000,.68198657
2000,3.0441322
2000,.85799682
2000,.86728555
2000,.447983
2000,1.1517862
2000,.69118148
2000,1.0541098
2000,.50550461
2000,.71585435
2000,.69135022
2000,2.2975619
2000,1.4635633
2000,.98005939
2000,.91458362
2000,.6649335
2000,1.17494
2000,1.5672569
2000,.43494555
2000,6.0980291
2000,2.3793707
2000,.50786948
2000,.64620137
2000,1.5807697
2000,.6444062
2000,2.2723522
2000,1.0939256
2000,2.3441
2000,.78538257
2000,4.3870883
2000,1.1720806
2000,1.0990368
2000,.79989201
2000,1.4558817
2000,.98887992
2000,1.2699299
2000,1.2857378
2000,.80921823
2000,7.1711192
2000,.70724785
2000,.45545489
2000,.5836395
2000,1.3103479
2000,.89952374
2000,.75764108
2000,.47059742
2000,1.7811319
2000,1.1068774
2000,7.8470316
2000,1.2129734
2000,.51867074
2000,2.6427884
2000,.58088636
2000,.55617708
2000,.58541721
2000,.58707601
2000,.73382199
2000,.96670425
2000,4.5833359
2000,2.0752864
2000,2.0283184
2000,1.3820182
2000,.61742282
2000,.63939995
2000,6.919271
2000,3.38533
2000,.42522517
2000,.77186245
2000,.50036156
2000,.7113952
2000,1.6907523
2000,.75210005
2000,1.8008026
2000,1.5119139
2000,2.3143921
2000,.88530344
2000,5.0023727
2000,3.647121
2000,.69439244
2000,3.3089876
2000,3.5519154
2000,1.8432262
2000,.63422924
2000,3.2025137
2000,2.5735154
2000,.56705582
2000,.95120698
2000,2.4880455
2000,2.1892047
2000,.84175479
2000,4.6192083
2000,.76367438
2000,.83470178
2000,4.2394705
2000,4.4261332
2000,.49573532
2000,.80604261
2000,.94357508
2000,3.3710225
2000,4.4529166
2000,.91085726
2000,.47447067
2000,3.2225811
2000,5.9920888
2000,.97410131
2000,2.4568322
2000,7.1224141
2000,1.3832551
2000,.52243668
2000,.58501649
2000,.71017104
2000,.83366197
2000,.73046416
2000,1.8348253
2000,1.4777158
2000,.80757606
2000,7.4248233
2000,9.3008947
2000,.77153277
2000,.45427284
2000,4.0463152
2000,1.1090858
2000,.45084384
2000,1.6318932
2000,.74108124
2000,1.1204153
2000,.63509786
2000,.59435952
2000,2.5134423
2000,2.1780427
2000,3.4569061
2000,5.4002628
2000,.59996104
2000,1.0783656
2000,10.33043
2000,.66499817
2000,.85512382
2000,.57158506
2000,.47775757
2000,.60801119
2000,.88240802
2000,.72989458
2000,.75915271
2000,.4941465
2000,.54930907
2000,1.72218
2000,1.7329912
2000,.55678791
2000,.54884881
2000,.64348686
2000,4.3394394
2000,1.8677871
2000,.78444314
2000,3.0281029
2000,.46086189
2000,.43887517
2000,.76390386
2000,1.2047534
2000,.98268557
2000,.96701962
2000,.56953263
2000,.56208843
2000,.48283452
2000,1.0245401
2000,2.735971
2000,.49261588
2000,3.0773582
2000,5.1962152
2000,1.0599676
2000,1.7690465
2000,.97996312
2000,.69657123
2000,.78835571
2000,1.1738011
2000,1.0870119
2000,.50468189
2000,.56204873
2000,.89344758
2000,.53483355
2000,.43934542
2000,.87974107
2000,1.3437202
2000,5.2622924
2000,1.217189
2000,.60937417
2000,.50010824
2000,.77844548
2000,4.3287182
2000,.61622751
2000,.96329641
2000,.54002446
2000,.52588934
2000,1.0226891
2000,.65328002
2000,1.3662143
2000,1.1393211
2000,3.8477657
2000,.51565868
2000,.45301518
2000,.79739302
2000,.46471885
2000,4.3436589
2000,.68451214
2000,.61742282
2000,2.8538835
2000,.55339199
2000,.56440568
2000,.52743077
2000,.54514664
2000,.84195471
2000,2.7588208
2000,2.0602973
2000,.83371049
2000,1.0306208
2000,1.6400373
2000,3.6394076
2000,.47965172
2000,1.6823837
2000,.97391278
2000,1.4010895
2000,.62990254
2000,.75179094
2000,.62575984
2000,.43471706
2000,1.2211654
2000,.95228344
2000,.50533545
2000,1.1875503
2000,4.5098381
2000,1.4099334
2000,4.1484261
2000,.89782506
2000,1.1576823
2000,2.6970675
2000,1.4722805
2000,.99466175
2000,1.0467858
2000,.89787728
2000,.50959665
2000,1.5065337
2000,10.346511
2000,.85402036
2000,.52667332
2000,.60288852
2000,4.3853192
2000,2.0406682
2000,2.2178998
2000,.56094778
2000,.47564137
2000,.49358648
2000,.97640139
2000,1.2851408
2000,1.3855827
2000,.62487066
2000,1.5904111
2000,1.6844242
2000,.60381722
2000,.55050379
2000,1.7652059
2000,.7029711
2000,.71748161
2000,.57158285
2000,4.8995957
2000,.83918107
2000,1.0838619
2000,.83775294
2000,.85870892
2000,1.0346506
2000,2.3575132
2000,.91510528
2000,1.5637513
2000,6.82443
2000,.62536365
2000,.82407838
2000,1.4342265
2000,.96850365
2000,2.1905391
2000,1.1174327
2000,1.6122013
2000,10.174045
2000,1.0494156
2000,1.5281317
2000,.95939815
2000,.90406376
2000,.42145595
2000,.98492324
2000,1.8151636
2000,.83872503
2000,.99824142
2000,3.3127894
2000,1.9876158
2000,.49250412
2000,1.2081476
2000,.68621546
2000,.9191637
2000,.644692
2000,.90427762
2000,1.3300643
2000,.73256689
2000,1.1792519
2000,.82175303
2000,1.4575516
2000,2.2959521
2000,.72395968
2000,.80325091
2000,.95123148
2000,.91364902
2000,.61091733
2000,1.9881902
2000,.68886906
2000,.84708667
2000,.84696388
2000,.8084923
2000,2.4708622
2000,1.0252966
2000,.46009341
2000,1.187411
2000,1.8355849
2000,1.1750387
2000,.53813356
2000,1.2098252
2000,.49992034
2000,1.9590358
2000,1.8922855
2000,.47202137
2000,.92744946
2000,.88391566
2000,.99018598
2000,.53507638
2000,.53535455
2000,2.3368526
2000,4.3931212
2000,.70615464
2000,.56211364
2000,1.0802028
2000,1.5952309
2000,.78309315
2000,.81502384
2000,.45327446
2000,.47649398
2000,.58912933
2000,.49454254
2000,.44032782
2000,.42540565
2000,1.4409567
2000,1.1262172
2000,.57564902
2000,.46308592
2000,2.6019125
2000,.83812773
2000,.63491672
2000,.78815877
2000,1.0851207
2000,2.9994106
2000,.93958545
2000,6.1374817
2000,.57242894
2000,.64558661
2000,.6067369
2000,.93365979
2000,.5462088
2000,.67575258
2000,.67114192
2000,.99289799
2000,.64304149
2000,.46952379
2000,1.8413303
2000,1.1528445
2000,.47307768
2000,2.3506076
2000,.5908742
2000,.68683881
2000,1.5952309
2000,.52146202
2000,.61888009
2000,.48666137
2000,1.3699327
2000,.86461401
2000,.53161716
2000,.84001619
2000,.68427324
2000,4.7199187
2000,1.1978304
2000,1.6674664
2000,.5876205
2000,4.35323
2000,4.5742049
2000,.69178683
2000,.8397302
2000,.53047609
2000,.7319293
2000,.574534
2000,.7454235
2000,.6242488
2000,3.1082516
2000,.78313434
2000,.61081249
2000,2.046839
2000,.58104378
2000,.60741311
2000,6.1740665
2000,9.3968363
2000,.68622595
2000,.55131602
2000,4.7631388
2000,.53270221
2000,.59493285
2000,1.4733088
2000,.54290843
2000,6.1826043
2000,3.0024471
2000,9.6020594
2000,.82224691
2000,5.0235224
2000,1.2803124
2000,.61643147
2000,.68020165
2000,5.8245044
2000,.62260306
2000,1.4414268
2000,1.0861136
2000,1.8492883
2000,.54458851
2000,1.0943962
2000,.65045702
2000,1.250332
2000,2.4094093
2000,1.3436075
2000,.93535578
2000,2.2941487
2000,.96338093
2000,1.1422759
2000,1.3147905
2000,.86055678
2000,.73050183
2000,.99061292
2000,.47688222
2000,.91035098
2000,.5472886
2000,1.0444883
2000,.88417447
2000,1.0403537
2000,.47421962
2000,2.3175635
2000,4.0919428
2000,.57444853
2000,1.5590445
2000,7.6523633
2000,1.0284107
2000,.70006424
2000,1.0440023
2000,.81222892
2000,5.2079434
2000,2.2474167
2000,.8881948
2000,3.0382707
2000,.73771775
2000,4.0957885
2000,3.3877294
2000,.57128477
2000,1.7244316
2000,.55573326
2000,.48177019
2000,1.0165098
2000,.66405326
2000,.69821399
2000,1.0608009
2000,.77897197
2000,.58571708
2000,.60279649
2000,1.4115359
2000,1.378714
2000,.78992784
2000,.44235864
2000,5.9303551
2000,1.5277792
2000,.80941039
2000,.63009715
2000,.65302467
2000,1.0171071
2000,1.175208
2000,.66619724
2000,.96711642
2000,1.2624528
2000,.57095963
2000,.75066972
2000,.63460982
2000,1.1941485
2000,1.400877
2000,1.1863209
2000,.44022578
2000,1.9749901
2000,10.506138
2000,.71329808
2000,1.4473665
2000,2.8188276
2000,.55556583
2000,.924537
2000,.78239745
2000,.78944808
2000,2.7100544
2000,.66113579
2000,.66227931
2000,4.389729
2000,.7269991
2000,.9712193
2000,.68518615
2000,1.2482029
2000,.69209635
2000,1.4292605
2000,.6877951
2000,1.2392077
2000,1.2507768
2000,1.0964636
2000,3.6356578
2000,.58060616
2000,1.6515214
2000,.56238174
2000,.752514
2000,1.5787224
2000,.751553
2000,.48227584
2000,2.3734667
2000,3.0238752
2000,.72471607
2000,.58748376
2000,10.537334
2000,.54266512
2000,1.9412636
2000,4.8228483
2000,.69486344
2000,3.9286134
2000,1.734046
2000,10.258154
2000,.59619945
2000,6.7987638
2000,5.4826159
2000,2.2368324
2000,.50099707
2000,.47210285
2000,.4562048
2000,1.0488093
2000,1.276029
2000,.63208085
2000,2.105938
2000,.66039097
2000,1.2549084
2000,4.2927957
2000,7.6284275
2000,1.1871053
2000,.58469743
2000,3.523649
2000,.47672901
2000,3.4862692
2000,.61091733
2000,1.2633898
2000,.55973953
2000,.75992274
2000,.7851668
2000,1.6194082
2000,1.1088912
2000,.53286326
2000,.9560616
2000,7.5477982
2000,2.6938283
2000,1.111801
2000,.72814947
2000,4.7231922
2000,3.6165447
2000,.64538044
2000,.47858527
2000,4.6440763
2000,.56990916
2000,7.3972874
2000,.58044839
2000,1.1290478
2000,.76172286
2000,.66043758
2000,.65130126
2000,1.4725866
2000,2.9501505
2000,6.4728847
2000,.50384074
2000,.82848406
2000,4.3551025
2000,1.0089177
2000,2.3370886
2000,1.1941451
2000,.97897393
2000,.49155813
2000,8.3181353
2000,1.8569901
2000,.75635171
2000,.50557792
2000,.73325741
2000,1.3096271
2000,10.734524
2000,.5730347
2000,2.0738122
2000,1.2905891
2000,10.581483
2000,.68083113
2000,.60072023
2000,3.9485433
2000,.4242591
2000,3.3546026
2000,1.9456971
2000,.73896474
2000,3.8301191
2000,2.1731315
2000,.68570459
2000,2.5690353
2000,2.1611691
2000,.61710966
